
Slice of inventory for a character.





{'Name': '?', 'item_id': [21, 2], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [37, 0, 0], 'iter': 116}
{'Name': '?', 'item_id': [114, 4], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [43, 0, 0], 'iter': 192}
{'Name': 'Oil Pot', 'item_id': [124, 1], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [43, 0, 0], 'iter': 193}
{'Name': '?', 'item_id': [88, 4], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [43, 0, 0], 'iter': 194}
{'Name': '?', 'item_id': [224, 0], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [43, 0, 0], 'iter': 195}
{'Name': 'Magic Pot', 'item_id': [148, 2], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [43, 0, 0], 'iter': 196}
{'Name': 'Boltdrake Talisman', 'item_id': [190, 15], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [43, 0, 0], 'iter': 197}
{'Name': '?', 'item_id': [133, 2], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [43, 0, 0], 'iter': 198}
{'Name': 'Pearldrake Talisman', 'item_id': [210, 15], 'uid': [0, 160], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [43, 0, 0], 'iter': 203}
{'Name': 'Golden Vow', 'item_id': [200, 25], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [43, 0, 0], 'iter': 238}
{'Name': '?', 'item_id': [38, 3], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 7}
{'Name': '?', 'item_id': [54, 1], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 34}
{'Name': '?', 'item_id': [154, 0], 'uid': [128, 192], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [54, 0, 0], 'iter': 52}
{'Name': '?', 'item_id': [227, 1], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 67}
{'Name': '?', 'item_id': [245, 1], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 90}
{'Name': '?', 'item_id': [203, 0], 'uid': [128, 192], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 100}
{'Name': 'Leaden Hardtear', 'item_id': [10, 43], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 136}
{'Name': 'Cerulean Hidden Tear', 'item_id': [17, 43], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 137}
{'Name': '?', 'item_id': [207, 0], 'uid': [128, 192], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 175}
{'Name': '?', 'item_id': [99, 3], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 188}
{'Name': '?', 'item_id': [157, 3], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 196}
{'Name': '?', 'item_id': [112, 0], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 200}
{'Name': '?', 'item_id': [191, 31], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 201}
{'Name': '?', 'item_id': [240, 3], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 218}
{'Name': '?', 'item_id': [15, 5], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 219}
{'Name': '?', 'item_id': [57, 2], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 220}
{'Name': '?', 'item_id': [70, 2], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 221}
{'Name': 'Magma Shot', 'item_id': [192, 18], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 222}
{'Name': '?', 'item_id': [152, 0], 'uid': [128, 192], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 223}
{'Name': '?', 'item_id': [139, 0], 'uid': [128, 192], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 224}
{'Name': 'Raging Wolf Armor', 'item_id': [196, 31], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 225}
{'Name': 'Crepuss Vial', 'item_id': [112, 23], 'uid': [0, 160], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 234}
{'Name': '?', 'item_id': [66, 2], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 236}
{'Name': 'Letter to Bernahl', 'item_id': [237, 31], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 237}
{'Name': 'Red Letter', 'item_id': [197, 31], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 238}
{'Name': 'Blessed Dew Talisman', 'item_id': [156, 19], 'uid': [0, 160], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 239}
{'Name': '?', 'item_id': [246, 0], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 249}
{'Name': '?', 'item_id': [150, 2], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 250}
{'Name': '?', 'item_id': [39, 2], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 251}
{'Name': '?', 'item_id': [243, 1], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 252}
{'Name': 'Margits Shackle', 'item_id': [92, 8], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [44, 0, 0], 'iter': 254}
{'Name': 'Gelmirs Fury', 'item_id': [202, 18], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 0}
{'Name': 'Letter to Patches', 'item_id': [231, 31], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 1}
{'Name': '?', 'item_id': [177, 3], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 16}
{'Name': 'Poison Pot', 'item_id': [114, 1], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 17}
{'Name': '?', 'item_id': [238, 1], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 18}
{'Name': '?', 'item_id': [98, 4], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 19}
{'Name': '?', 'item_id': [19, 4], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 20}
{'Name': 'Heros Rune :[4]', 'item_id': [101, 11], 'uid': [0, 176], 'quantity': 3, 'pad1': [0, 0, 0], 'pad2': [57, 0, 0], 'iter': 196}
{'Name': '?', 'item_id': [120, 3], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 32}
{'Name': 'Roped Freezing Pot', 'item_id': [224, 1], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 33}
{'Name': 'Boltdrake Talisman +1', 'item_id': [191, 15], 'uid': [0, 160], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 56}
{'Name': '?', 'item_id': [249, 4], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 65}
{'Name': '?', 'item_id': [130, 3], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 72}
{'Name': '?', 'item_id': [170, 2], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 73}
{'Name': 'Lightning Scorpion Charm', 'item_id': [218, 7], 'uid': [0, 160], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 86}
{'Name': '?', 'item_id': [253, 4], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 88}
{'Name': 'Swarm of Flies', 'item_id': [42, 28], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [54, 0, 0], 'iter': 57}
{'Name': '?', 'item_id': [70, 1], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 119}
{'Name': 'Flask of Wondrous Physick', 'item_id': [251, 0], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 120}
{'Name': '?', 'item_id': [14, 4], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 121}
{'Name': 'Kindred of Rots Exultation', 'item_id': [122, 8], 'uid': [0, 160], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 131}
{'Name': '?', 'item_id': [79, 3], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 142}
{'Name': '?', 'item_id': [201, 1], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 152}
{'Name': 'Grave Glovewort :[7]', 'item_id': [154, 42], 'uid': [0, 176], 'quantity': 12, 'pad1': [0, 0, 0], 'pad2': [57, 0, 0], 'iter': 78}
{'Name': 'Grave Glovewort :[6]', 'item_id': [153, 42], 'uid': [0, 176], 'quantity': 14, 'pad1': [0, 0, 0], 'pad2': [57, 0, 0], 'iter': 36}
{'Name': '?', 'item_id': [104, 4], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 172}
{'Name': '?', 'item_id': [252, 2], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [57, 0, 0], 'iter': 48}
{'Name': 'Jarwight Puppet +3', 'item_id': [91, 3], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [57, 0, 0], 'iter': 49}
{'Name': '?', 'item_id': [96, 1], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [57, 0, 0], 'iter': 51}
{'Name': 'Blood-Tainted Excrement', 'item_id': [95, 81], 'uid': [0, 176], 'quantity': 22, 'pad1': [0, 0, 0], 'pad2': [54, 0, 0], 'iter': 151}
{'Name': '?', 'item_id': [51, 3], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 190}
{'Name': '?', 'item_id': [94, 2], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 193}
{'Name': '?', 'item_id': [123, 4], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 194}
{'Name': '?', 'item_id': [223, 0], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 195}
{'Name': 'Flask of Crimson Tears +4', 'item_id': [241, 3], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 196}
{'Name': '?', 'item_id': [89, 1], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [59, 0, 0], 'iter': 153}
{'Name': '?', 'item_id': [72, 4], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 198}
{'Name': '?', 'item_id': [93, 1], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [59, 0, 0], 'iter': 154}
{'Name': '?', 'item_id': [220, 0], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 200}
{'Name': 'Bloodhound Knight Floh', 'item_id': [152, 165], 'uid': [3, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 206}
{'Name': 'Errant Sorcerer Robe', 'item_id': [148, 27], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 211}
{'Name': 'Dragonmaw', 'item_id': [168, 27], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 212}
{'Name': 'Lightning Pot', 'item_id': [64, 1], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 215}
{'Name': 'Heros Rune :[3]', 'item_id': [100, 11], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [54, 0, 0], 'iter': 82}
{'Name': 'Flask of Cerulean Tears +9', 'item_id': [45, 4], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [46, 0, 0], 'iter': 39}
{'Name': 'Haligdrake Talisman +2', 'item_id': [202, 15], 'uid': [0, 160], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [54, 0, 0], 'iter': 107}
{'Name': 'Jarwight Puppet +7', 'item_id': [95, 3], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [46, 0, 0], 'iter': 105}
{'Name': '?', 'item_id': [251, 4], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [59, 0, 0], 'iter': 155}
{'Name': 'Opaline Hardtear', 'item_id': [3, 43], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [46, 0, 0], 'iter': 119}
{'Name': 'Stonebarb Cracked Tear', 'item_id': [18, 43], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [46, 0, 0], 'iter': 120}
{'Name': '?', 'item_id': [199, 0], 'uid': [128, 192], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [46, 0, 0], 'iter': 173}
